Time,S_0,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15,S_16,S_17,S_18,S_19,S_20,S_21,S_22,S_23,Total
2026-02-03 07:57:14,1000.0,893.74,1550.56,1000.0,1544.04,1475.73,1755.52,1706.4,1486.62,1496.91,1598.17,1595.11,394.93,0.0,1458.26,1061.0,1411.02,1279.82,1195.6,1142.11,1203.4,1515.53,1682.22,1586.82,31033.5,25000.0
2026-02-03 08:35:08,1000.0,905.98,1516.61,1000.0,1562.18,1427.4,1716.8,1647.86,1432.17,1459.61,1552.1,1589.27,393.04,0.0,1429.89,1041.99,1385.61,1281.96,1203.1,1133.3,1196.15,1495.43,1654.43,1607.35,30632.23,25000.0
2026-02-03 09:25:42,1000.0,912.69,1587.74,1000.0,1571.08,1467.76,1715.92,1620.67,1407.74,1520.45,1569.68,1634.29,400.61,0.0,1443.64,1046.63,1391.95,1294.28,1225.48,1178.36,1250.74,1542.97,1707.91,1637.15,31127.75,25000.0
2026-02-03 10:07:01,1000.0,877.23,1548.04,1000.0,1524.19,1443.2,1688.43,1651.37,1434.03,1560.31,1545.31,1602.41,390.84,0.0,1393.96,1009.21,1341.32,1262.06,1205.8,1150.0,1220.81,1513.98,1673.48,1594.77,30630.75,25000.0
2026-02-03 11:03:24,1000.0,872.54,1598.56,1000.0,1556.83,1375.51,1619.41,1594.34,1386.21,1510.03,1501.8,1679.89,406.47,0.0,1422.58,1027.89,1367.35,1294.92,1216.63,1209.27,1271.77,1579.48,1745.8,1636.58,30873.85,25000.0
2026-02-03 11:24:30,1000.0,872.31,1635.77,1000.0,1541.2,1375.19,1557.78,1599.97,1388.6,1517.66,1457.75,1690.98,402.94,0.0,1427.0,1033.93,1375.13,1294.29,1211.99,1194.98,1258.44,1561.83,1722.65,1624.45,30744.84,25000.0
2026-02-03 11:52:01,1000.0,859.34,1607.18,1000.0,1517.98,1305.99,1474.47,1496.55,1302.39,1442.03,1376.81,1608.77,393.38,0.0,1381.86,1004.51,1335.77,1276.69,1175.45,1193.05,1255.09,1545.04,1707.2,1593.21,29852.75,25000.0
2026-02-03 12:37:11,1000.0,862.55,1602.12,1000.0,1536.98,1287.09,1496.77,1531.2,1332.0,1468.15,1423.1,1647.85,396.24,0.0,1367.21,988.42,1314.29,1249.88,1182.95,1202.94,1269.02,1541.13,1707.47,1609.65,30017.01,25000.0
2026-02-03 12:43:15,1000.0,875.2,1598.06,1000.0,1539.24,1255.11,1457.1,1501.5,1307.24,1437.64,1391.47,1620.96,392.4,0.0,1372.57,994.63,1322.75,1258.68,1185.99,1209.18,1277.66,1537.98,1706.6,1624.36,29866.3,25000.0
2026-02-03 12:48:49,1000.0,872.35,1594.25,1000.0,1540.62,1233.83,1409.65,1458.37,1271.46,1394.32,1349.12,1574.61,380.65,0.0,1372.46,996.08,1324.95,1257.89,1173.7,1197.69,1266.24,1512.51,1676.53,1611.81,29469.1,25000.0
2026-02-03 14:05:04,1000.0,891.14,1579.54,1000.0,1559.6,1412.15,1575.7,1622.04,1408.84,1509.78,1476.38,1681.44,404.17,0.0,1414.38,1014.06,1349.98,1269.86,1176.12,1167.21,1240.49,1492.16,1649.91,1638.03,30532.98,25000.0
2026-02-03 15:05:22,1000.0,925.6,1632.64,1000.0,1625.02,1541.26,1801.59,1677.59,1455.18,1680.3,1646.73,1835.56,449.53,0.0,1594.47,1026.72,1366.23,1297.97,1205.82,1204.76,1280.15,1531.4,1696.51,1655.52,32130.56,25000.0
2026-02-03 16:08:55,1000.0,880.79,1631.27,1000.0,1569.08,1445.6,1630.23,1594.53,1385.51,1575.33,1521.23,1706.43,412.45,0.0,1478.54,966.48,1343.52,1242.59,1165.32,1188.93,1261.61,1498.07,1663.9,1595.53,30756.96,25000.0
2026-02-03 17:14:38,1000.0,907.78,1663.6,1000.0,1675.27,1530.17,1713.57,1711.9,1483.84,1679.95,1635.43,1826.91,452.74,0.0,1621.11,991.83,1480.54,1330.97,1240.73,1215.44,1283.65,1542.73,1713.93,1635.95,32338.04,25000.0
2026-02-03 18:09:18,1000.0,946.24,1713.08,1000.0,1763.28,1598.82,1776.46,1760.9,1525.05,1721.73,1689.42,1875.33,468.56,0.0,1676.58,1018.32,1543.76,1371.4,1354.3,1272.32,1336.62,1586.53,1769.28,1700.37,33468.34,25000.0
2026-02-03 19:15:42,1000.0,958.66,1756.76,1000.0,1771.67,1639.39,1782.21,1816.87,1571.27,1750.42,1710.93,1918.8,468.71,0.0,1669.68,1039.16,1559.93,1390.2,1357.51,1317.18,1379.25,1609.77,1807.13,1739.39,34014.91,25000.0
2026-02-03 19:54:59,1000.0,919.46,1730.13,1000.0,1742.54,1620.45,1791.39,1845.67,1595.36,1765.86,1724.84,1932.05,471.55,0.0,1684.07,1068.34,1598.56,1426.33,1387.45,1375.45,1326.55,1574.16,1760.78,1703.14,34044.12,25000.0
2026-02-03 20:32:54,1000.0,896.77,1686.13,1000.0,1710.39,1580.11,1708.19,1753.5,1518.66,1697.83,1641.05,1848.95,449.88,0.0,1612.34,1013.88,1527.13,1355.33,1321.99,1310.44,1283.08,1546.74,1719.17,1670.96,32852.49,25000.0
2026-02-03 21:19:52,1000.0,845.66,1677.22,1000.0,1688.4,1579.49,1657.13,1745.85,1511.05,1694.58,1605.07,1844.6,435.98,0.0,1563.75,941.17,1468.63,1260.3,1212.22,1228.73,1211.05,1510.71,1669.11,1566.59,31917.29,25000.0
2026-02-03 21:59:20,1000.0,890.22,1715.27,1000.0,1764.82,1624.84,1714.38,1800.41,1556.74,1731.1,1656.36,1882.72,449.65,0.0,1615.14,974.76,1500.77,1293.85,1243.04,1256.16,1240.4,1562.6,1711.07,1646.58,32830.86,25000.0
2026-02-03 22:29:59,1000.0,931.81,1720.37,1000.0,1784.94,1648.1,1759.87,1846.56,1595.1,1771.48,1697.19,1927.59,458.35,0.0,1644.9,1022.26,1529.23,1365.7,1306.53,1321.23,1298.37,1627.89,1734.14,1716.88,33708.5,25000.0
2026-02-03 22:59:35,1000.0,930.77,1741.86,1000.0,1800.8,1681.82,1771.14,1847.4,1596.07,1765.9,1697.1,1913.53,455.38,0.0,1641.51,1011.86,1522.19,1341.42,1284.37,1309.1,1284.64,1606.77,1712.4,1727.95,33643.97,25000.0
2026-02-03 23:31:40,1000.0,903.35,1702.93,1000.0,1791.45,1682.88,1733.58,1834.61,1585.51,1737.82,1668.32,1884.17,454.2,0.0,1636.79,997.97,1519.12,1299.65,1255.7,1284.15,1250.08,1536.87,1656.54,1715.54,33131.22,25000.0
2026-02-03 23:54:56,1000.0,915.09,1705.91,1000.0,1800.34,1728.98,1774.41,1873.07,1617.61,1769.52,1702.12,1910.14,457.56,0.0,1656.96,1011.9,1525.82,1317.35,1267.69,1298.24,1272.41,1533.34,1681.44,1739.13,33559.03,25000.0
2026-02-04 01:45:16,1000.0,862.52,1604.7,1000.0,1731.6,1597.69,1571.89,1705.42,1478.0,1600.21,1538.53,1748.64,433.85,0.0,1553.51,926.02,1446.29,1188.24,1197.73,1229.38,1184.24,1516.98,1595.47,1652.08,31362.97,25000.0
2026-02-04 03:38:53,1000.0,917.08,1667.08,1000.0,1736.42,1596.85,1680.27,1789.84,1549.16,1678.54,1646.5,1844.56,439.37,0.0,1567.12,997.19,1463.33,1264.8,1245.61,1288.84,1248.16,1568.85,1669.5,1728.43,32587.47,25000.0
2026-02-04 03:59:35,1000.0,916.89,1660.73,979.07,1719.95,1570.58,1662.81,1767.17,1530.17,1669.79,1634.3,1839.87,434.97,0.0,1547.0,995.58,1449.13,1261.63,1244.04,1291.3,1248.49,1581.27,1672.44,1730.88,32408.03,25000.0
2026-02-04 04:05:36,1000.0,924.96,1646.65,987.27,1723.36,1572.24,1657.33,1755.32,1520.49,1659.2,1625.4,1828.66,434.66,0.0,1545.43,992.78,1448.47,1253.82,1239.24,1289.04,1244.15,1585.21,1677.5,1733.46,32344.63,25000.0
2026-02-04 04:12:24,1000.0,923.81,1649.41,978.73,1713.03,1558.62,1621.84,1727.38,1497.26,1631.51,1596.21,1799.23,432.19,0.0,1536.0,977.28,1436.14,1223.7,1225.37,1281.05,1237.35,1583.35,1663.93,1715.68,32009.07,25000.0
2026-02-04 05:14:00,1000.0,896.06,1658.28,976.67,1698.78,1589.85,1637.55,1729.17,1499.04,1627.26,1599.44,1799.03,429.89,0.0,1524.28,971.84,1438.07,1239.19,1204.49,1268.67,1213.79,1531.49,1636.41,1695.31,31864.52,25000.0
2026-02-04 05:35:10,1000.0,910.41,1670.51,1007.9,1742.27,1616.98,1637.91,1718.33,1490.17,1623.89,1601.22,1794.36,427.43,0.0,1516.56,979.84,1436.47,1256.86,1215.55,1282.23,1223.77,1546.26,1662.99,1723.69,32085.59,25000.0
2026-02-04 05:45:53,1000.0,906.36,1695.5,995.83,1712.17,1604.33,1657.54,1733.52,1502.5,1643.65,1620.24,1814.04,430.5,0.0,1528.99,984.05,1448.54,1272.1,1234.4,1298.74,1240.33,1538.61,1681.6,1744.83,32288.37,25000.0
2026-02-04 05:56:58,1000.0,913.09,1695.5,995.9,1705.52,1599.39,1674.53,1743.73,1510.96,1659.27,1637.58,1832.87,436.18,0.0,1547.51,990.72,1469.12,1285.15,1254.96,1313.06,1253.94,1556.42,1698.63,1765.72,32539.72,25000.0
2026-02-04 06:06:09,1000.0,919.49,1695.5,1004.21,1704.01,1582.2,1678.73,1737.81,1505.9,1667.69,1641.25,1842.63,437.93,0.0,1552.58,988.12,1478.49,1292.4,1262.82,1328.49,1263.13,1563.89,1715.8,1781.53,32644.6,25000.0
2026-02-04 07:12:12,1000.0,916.27,1695.5,993.93,1671.45,1537.44,1615.77,1740.57,1507.73,1681.71,1638.75,1857.15,433.17,0.0,1536.06,982.23,1464.94,1306.29,1236.79,1317.25,1252.71,1573.55,1694.06,1755.16,32408.47,25000.0
2026-02-04 07:58:06,1000.0,872.95,1695.5,953.38,1603.25,1383.48,1583.99,1734.94,1414.02,1598.47,1550.38,1765.0,425.83,0.0,1508.11,930.59,1431.14,1257.34,1212.37,1266.12,1191.8,1575.03,1608.05,1670.96,31232.7,25000.0
2026-02-04 08:38:24,1000.0,906.37,1695.5,994.94,1673.01,1487.5,1628.77,1781.0,1467.56,1651.8,1612.43,1813.74,435.87,0.0,1553.2,968.11,1464.73,1294.88,1231.99,1299.17,1237.62,1590.07,1653.62,1712.01,32153.87,25000.0
2026-02-04 09:29:52,1000.0,923.88,1695.5,1041.01,1738.56,1596.86,1728.81,1879.35,1562.99,1667.48,1629.23,1827.3,443.47,0.0,1582.6,995.21,1480.74,1321.52,1260.45,1314.18,1263.6,1602.62,1674.86,1735.34,32965.55,25000.0
2026-02-04 10:11:21,1000.0,947.15,1695.5,1053.68,1764.27,1620.93,1741.44,1889.08,1586.52,1713.01,1668.42,1878.09,454.64,0.0,1614.53,1021.71,1510.11,1356.84,1288.7,1351.18,1290.65,1644.31,1701.36,1761.46,33553.58,25000.0
2026-02-04 11:03:26,1000.0,935.24,1695.5,1037.25,1724.14,1640.92,1761.01,1909.22,1602.41,1727.35,1667.44,1847.4,445.87,0.0,1586.55,989.31,1464.46,1312.01,1256.56,1333.57,1272.58,1639.9,1664.16,1718.24,33231.1,25000.0
2026-02-04 11:43:19,1000.0,951.79,1695.5,1053.76,1754.97,1637.12,1742.88,1894.18,1601.05,1712.13,1662.19,1873.41,456.33,0.0,1613.96,1008.48,1491.04,1340.51,1271.02,1353.12,1299.47,1670.17,1704.05,1743.14,33530.27,25000.0
2026-02-04 12:04:00,1000.0,939.71,1695.5,1031.64,1717.88,1603.93,1726.59,1875.68,1572.17,1669.14,1631.8,1857.24,444.89,0.0,1575.06,986.18,1449.25,1316.02,1235.73,1325.09,1272.6,1664.93,1662.45,1700.35,32953.86,25000.0
2026-02-04 13:38:24,1000.0,932.86,1695.5,1030.43,1722.94,1615.89,1780.86,1899.62,1583.8,1717.13,1695.03,1925.16,471.54,1000.0,1522.7,973.86,1411.52,1281.91,1195.01,1302.23,1235.94,1677.72,1658.39,1684.93,34014.98,26000.0
